"dyad","dyad.sex","bat1","bat2","both_zoo","both_wild","both_adult","both_young","study_site","treatment_rank","treatment_label","kinship","kinship2","donation.rate","donation.lograte","groom.rate","groom.lograte","affiliation.rate","affiliation.lograte","dist","sim"
"bat1_jenna-bat","mixed_sex","bat1","jenna-bat",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.81018349239242,0.435040157267315
"bat1_jupiter","female","bat1","jupiter",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.04565784307163,0.412143539234253
"bat1_kelly","female","bat1","kelly",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.82094508621624,0.433993741373183
"bat1_ldc","mixed_sex","bat1","ldc",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,10.1287898342448,0.0151155261585192
"bat1_lds","female","bat1","lds",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.12997578374007,0.403944787755585
"bat1_lily","female","bat1","lily",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0614,"0.01-0.249",NA,NA,NA,NA,NA,NA,6.16507958598065,0.400531429361805
"bat1_lilyson","mixed_sex","bat1","lilyson",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",NA,NA,NA,NA,NA,NA,6.65497267043153,0.352896114520271
"bat1_lsd","female","bat1","lsd",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.13639764273117,0.403320350945558
"bat1_lucy","female","bat1","lucy",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.2297,"0.01-0.249",NA,NA,NA,NA,NA,NA,5.99093804249465,0.417464281680479
"bat1_lucyson","mixed_sex","bat1","lucyson",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0462,"0.01-0.249",NA,NA,NA,NA,NA,NA,5.29581774734461,0.485055099275563
"bat1_mabel","female","bat1","mabel",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.03092465044813,0.413576138083915
"bat1_marce","female","bat1","marce",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0351,"0.01-0.249",NA,NA,NA,NA,NA,NA,6.1798656937799,0.399093685244459
"bat1_mina","female","bat1","mina",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.021,"0.01-0.249",NA,NA,NA,NA,NA,NA,6.34993332772214,0.382556964183629
"bat1_no-band","female","bat1","no-band",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.96269600358742,0.420210428661959
"bat1_ola","female","bat1","ola",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.29920859568047,0.387489241567716
"bat1_opal","female","bat1","opal",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.45157625194101,0.372673598097727
"bat1_piper","female","bat1","piper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.31276144665589,0.386171414589329
"bat1_queen","female","bat1","queen",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.9397181863593,0.422444703022578
"bat1_r","female","bat1","r",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.04684547602165,0.412028058384888
"bat1_rc","female","bat1","rc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.19523187606853,0.397599536920132
"bat1_rina","female","bat1","rina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.95309629862354,0.421143866962794
"bat1_s","female","bat1","s",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.75003009847991,0.440889241381292
"bat1_sam1","female","bat1","sam1",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.2554897263933,0.391740295867338
"bat1_sam5","mixed_sex","bat1","sam5",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.95149573521038,0.421299499578419
"bat1_sam6","mixed_sex","bat1","sam6",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.48259092982825,0.466893995079663
"bat1_sam7","mixed_sex","bat1","sam7",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.03348608883803,0.413327073690024
"bat1_sc","female","bat1","sc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.67656166673712,0.448033028440267
"bat1_scc","female","bat1","scc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.0789676370378,0.408904623288616
"bat1_scs","female","bat1","scs",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.6416986367263,0.354186830382232
"bat1_sd","female","bat1","sd",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.16894011426936,0.40015604647455
"bat1_shania","female","bat1","shania",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.56154655691113,0.36198050961222
"bat1_sheldon","mixed_sex","bat1","sheldon",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",NA,NA,NA,NA,NA,NA,6.11791527932806,0.405117504707607
"bat1_six","female","bat1","six",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.40997163238441,0.37671907090464
"bat1_snow","female","bat1","snow",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",NA,NA,NA,NA,NA,NA,5.62684751439052,0.452867040950905
"bat1_son-of-ola","mixed_sex","bat1","son-of-ola",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.34182344414036,0.383345537996994
"bat1_sonofzaria","mixed_sex","bat1","sonofzaria",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",NA,NA,NA,NA,NA,NA,6.06016508901217,0.410732910568948
"bat1_speedster","mixed_sex","bat1","speedster",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0865,"0.01-0.249",NA,NA,NA,NA,NA,NA,6.53327396455045,0.36472962749372
"bat1_spiderman","mixed_sex","bat1","spiderman",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.03645323157424,0.413038560169614
"bat1_ss","female","bat1","ss",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.30155372347691,0.387261210381988
"bat1_sss","female","bat1","sss",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.9994415043778,0.416637437830457
"bat1_streblick","mixed_sex","bat1","streblick",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",NA,NA,NA,NA,NA,NA,5.65468243654891,0.45016048043252
"bat1_thecount","mixed_sex","bat1","thecount",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0998,"0.01-0.249",NA,NA,NA,NA,NA,NA,6.0726324116924,0.409520636176936
"bat1_tiffany","female","bat1","tiffany",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.32160653950146,0.385311351861614
"bat1_vampirella","female","bat1","vampirella",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.4621,"0.25-0.5",NA,NA,NA,NA,NA,NA,6.15215668038269,0.401788002880324
"bat1_vampison","mixed_sex","bat1","vampison",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",NA,NA,NA,NA,NA,NA,NA,NA,6.25011847148327,0.392262575986928
"bat1_veronica","female","bat1","veronica",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1814,"0.01-0.249",NA,NA,NA,NA,NA,NA,5.93719436342548,0.422690109834538
"bat1_vixen","female","bat1","vixen",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,5.80038377182534,0.435993044314281
"bat1_vlad","mixed_sex","bat1","vlad",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1083,"0.01-0.249",NA,NA,NA,NA,NA,NA,5.73226319428094,0.442616826648649
"bat1_war-machine","mixed_sex","bat1","war-machine",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.66767625078952,0.546133156719411
"bat1_winona","female","bat1","winona",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.98076137905628,0.321217676510573
"bat1_zaria","female","bat1","zaria",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0059,"0.01-0.249",NA,NA,NA,NA,NA,NA,6.34206113199846,0.383322426146033
"bat1_zelda","female","bat1","zelda",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,6.21522588615349,0.395655396462609
"bat2_bat3","female","bat2","bat3",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.4777,"0.25-0.5",46.1038961038961,0.504345015472643,NA,NA,46.1038961038961,0.504345015472643,3.39845644804741,0.669547197100282
"bat2_bat4","female","bat2","bat4",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.5,"0.25-0.5",62.2727272727273,0.576624462246055,NA,NA,62.2727272727273,0.576624462246055,2.72453815874262,0.735076413387312
"bat2_bat5","mixed_sex","bat2","bat5",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.2241,"0.01-0.249",107.5,0.362805121909496,NA,NA,107.5,0.362805121909496,2.53650288952153,0.753360238031825
"bat2_bat6","female","bat2","bat6",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.2058,"0.01-0.249",468.214285714285,0.763811373678914,NA,NA,468.214285714285,0.763811373678914,2.87251328919623,0.720687882192234
"bat2_bat7","female","bat2","bat7",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1411,"0.01-0.249",NA,NA,NA,NA,NA,NA,2.75501753730298,0.732112716123603
"bat2_bella","female","bat2","bella",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0193,"0.01-0.249",16.125,0.254179783066687,NA,NA,16.125,0.254179783066687,2.36987457861512,0.769562532580312
"bat2_betty","female","bat2","betty",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.21845648148133,0.784285844581662
"bat2_black-panther","mixed_sex","bat2","black-panther",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.16305870270652,0.789672511014028
"bat2_c","female","bat2","c",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.21509975307416,0.687376095222296
"bat2_captain-america","mixed_sex","bat2","captain-america",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.6888480291548,0.738546783991863
"bat2_cat","female","bat2","cat",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.49368263467996,0.757523914527196
"bat2_cc","female","bat2","cc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.66574459065969,0.740793273280174
"bat2_ccc","female","bat2","ccc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.69777533245958,0.737678727436042
"bat2_ccs","female","bat2","ccs",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.97778898803828,0.807687423795896
"bat2_cd","female","bat2","cd",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.65525730781377,0.741813016232369
"bat2_cerce","female","bat2","cerce",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1668,"0.01-0.249",0.875,0.108587212960468,NA,NA,0.875,0.108587212960468,2.00245292935374,0.805289197229559
"bat2_cerceson","mixed_sex","bat2","cerceson",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0764,"0.01-0.249",0,0,NA,NA,0,0,3.63271837899518,0.64676847008765
"bat2_cindy","female","bat2","cindy",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.49937627027276,0.756970287352891
"bat2_cs","female","bat2","cs",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.42429748746407,0.76427065874111
"bat2_csc","female","bat2","csc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.94742779644791,0.713403484325846
"bat2_d","female","bat2","d",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.29281182030928,0.777055818097029
"bat2_daredevil","mixed_sex","bat2","daredevil",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.36254077024613,0.673039499143551
"bat2_dcd","female","bat2","dcd",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.36932807172764,0.769615672803096
"bat2_dd","female","bat2","dd",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.15003049894009,0.693703178632046
"bat2_ddld","female","bat2","ddld",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.15356774449553,0.790595375199864
"bat2_dr","female","bat2","dr",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.54935378941889,0.654874521381583
"bat2_ds","female","bat2","ds",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.58099128988008,0.651798212809158
"bat2_esther","female","bat2","esther",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.37299740793762,0.769258880696472
"bat2_eve","female","bat2","eve",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.01128389842636,0.804430507843074
"bat2_falcon","mixed_sex","bat2","falcon",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.70043886763291,0.737419735544545
"bat2_flapper","mixed_sex","bat2","flapper",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0314,"0.01-0.249",0,0,NA,NA,0,0,2.5320445411211,0.753793750641961
"bat2_fran","female","bat2","fran",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.78006066043651,0.729677619379141
"bat2_gayle","female","bat2","gayle",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.49483993533647,0.660175238384666
"bat2_gremlin","mixed_sex","bat2","gremlin",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1182,"0.01-0.249",0,0,NA,NA,0,0,2.01333093514107,0.8042314618849
"bat2_hera","female","bat2","hera",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.84169503026756,0.723684530876468
"bat2_hilga","female","bat2","hilga",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.69485491818958,0.73796269726055
"bat2_houdini","mixed_sex","bat2","houdini",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.101,"0.01-0.249",0,0,NA,NA,0,0,3.91221775194112,0.619591028619549
"bat2_hulk","mixed_sex","bat2","hulk",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.41092658317186,0.765570793925482
"bat2_irma","female","bat2","irma",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.18431244164616,0.690369734690878
"bat2_ivy","female","bat2","ivy",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,4.28305099117105,0.583532634114503
"bat2_jenna-bat","mixed_sex","bat2","jenna-bat",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.42296707909249,0.764400022522023
"bat2_jupiter","female","bat2","jupiter",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.37308854731089,0.769250018655186
"bat2_kelly","female","bat2","kelly",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.695926036225,0.737858545872279
"bat2_ldc","mixed_sex","bat2","ldc",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,8.50124950501016,0.173371273098259
"bat2_lds","female","bat2","lds",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.15916239808201,0.790051372654247
"bat2_lily","female","bat2","lily",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0215,"0.01-0.249",0,0,NA,NA,0,0,2.3930624289452,0.767307835410602
"bat2_lilyson","mixed_sex","bat2","lilyson",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.1282,"0.01-0.249",0,0,NA,NA,0,0,2.70047334243404,0.737416383347794
"bat2_lsd","female","bat2","lsd",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,1.71746087470132,0.833000725890799
"bat2_lucy","female","bat2","lucy",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0834,"0.01-0.249",0,0,NA,NA,0,0,2.73813329461001,0.733754474789052
"bat2_lucyson","mixed_sex","bat2","lucyson",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0,"0",0,0,NA,NA,0,0,2.93354018505743,0.714753862116387
"bat2_mabel","female","bat2","mabel",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.90437110748798,0.717590150763359
"bat2_marce","female","bat2","marce",TRUE,FALSE,FALSE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0883,"0.01-0.249",0,0,NA,NA,0,0,2.26415740034284,0.77984206342285
"bat2_mina","female","bat2","mina",TRUE,FALSE,TRUE,FALSE,"2014_US",5,"5. same long-term 
captive colony",0.0054,"0.01-0.249",0,0,NA,NA,0,0,3.78637832869223,0.631827168986089
"bat2_no-band","female","bat2","no-band",FALSE,FALSE,FALSE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.38855940362781,0.7677456922319
"bat2_ola","female","bat2","ola",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.7712773203437,0.730531677507253
"bat2_opal","female","bat2","opal",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.89083810988947,0.718906047275916
"bat2_piper","female","bat2","piper",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.87811572139193,0.720143123284645
"bat2_queen","female","bat2","queen",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.2066095999724,0.688201644977726
"bat2_r","female","bat2","r",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.85892247457527,0.624773255920706
"bat2_rc","female","bat2","rc",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.86807087635036,0.72111984529048
"bat2_rina","female","bat2","rina",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.39151274138208,0.670222376366266
"bat2_s","female","bat2","s",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,2.22251403180062,0.783891304031735
"bat2_sam1","female","bat2","sam1",FALSE,FALSE,TRUE,FALSE,"different years_different sites",1,"1. never met",0,"0",NA,NA,NA,NA,NA,NA,3.0723852911479,0.701253099291292
